id_modulo,id_franja,fecha,tipo_solucion,fuente_ils,vol_aplicado_m3,tasa_riego_lhm2,cu_entrada_gpl,acid_entrada_gpl,fe_total_entrada_gpl,fe2_entrada_gpl,cl_entrada_gpl,sio2_entrada_gpl,mn_entrada_gpl
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-02,ils,PAD-01-C02-F03,1931.9,8.05,2.339,8.92,3.594,2.022,0.472,0.368,0.163
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-03,refino,,1988.0,8.28,0.365,10.19,0.817,0.376,0.38,0.167,0.032
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-03,ils,PAD-01-C02-F03,2016.0,8.4,1.137,4.35,1.593,0.666,0.719,0.409,0.27
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-03,ils,PAD-01-C02-F02,2170.1,9.04,2.249,7.73,3.266,1.275,0.688,0.426,0.137
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-03,ils,PAD-01-C02-F02,1856.4,7.74,1.403,7.32,2.996,1.045,0.71,0.412,0.242
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-03,ils,PAD-01-C02-F02,1950.3,8.13,2.877,7.53,3.703,1.812,0.688,0.201,0.274
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-03,ils,PAD-01-C02-F02,1999.7,8.33,2.867,4.97,2.856,1.043,0.734,0.142,0.18
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-03,ils,PAD-01-C02-F03,1962.1,8.18,2.655,5.07,3.251,1.88,0.914,0.332,0.171
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-03,ils,PAD-01-C02-F02,2069.1,8.62,3.472,7.39,1.817,0.572,0.381,0.101,0.238
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-03,ils,PAD-01-C02-F01,1947.7,8.12,1.583,7.12,3.723,1.163,0.493,0.181,0.063
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-03,ils,PAD-01-C02-F03,1840.0,7.67,1.822,6.54,2.183,1.28,0.413,0.416,0.201
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-04,refino,,2134.1,8.89,0.345,10.0,0.82,0.422,0.394,0.172,0.033
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-04,ils,PAD-01-C02-F03,2177.9,9.07,1.521,7.04,2.171,0.81,0.667,0.238,0.167
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-04,ils,PAD-01-C02-F02,1837.2,7.66,2.01,4.26,3.351,1.343,0.652,0.212,0.104
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-04,ils,PAD-01-C02-F02,1929.7,8.04,1.093,7.31,2.87,1.167,0.561,0.422,0.101
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-04,ils,PAD-01-C02-F02,1796.7,7.49,1.382,6.64,3.691,1.826,0.364,0.411,0.115
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-04,ils,PAD-01-C02-F02,1981.7,8.26,2.578,6.51,2.339,0.761,0.369,0.403,0.094
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-04,ils,PAD-01-C02-F03,2151.1,8.96,1.222,5.36,2.829,1.248,0.895,0.418,0.211
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-04,ils,PAD-01-C02-F02,1873.4,7.81,1.258,8.5,2.586,1.32,0.891,0.286,0.146
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-04,ils,PAD-01-C02-F01,2052.6,8.55,1.369,7.33,3.249,1.459,0.963,0.213,0.254
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-04,ils,PAD-01-C02-F03,1863.6,7.77,2.41,7.57,2.975,0.898,0.484,0.158,0.081
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-05,refino,,2024.7,8.44,0.357,10.12,0.844,0.391,0.342,0.158,0.029
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-05,ils,PAD-01-C02-F03,1972.6,8.22,2.184,8.84,3.257,1.501,0.495,0.205,0.09
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-05,ils,PAD-01-C02-F02,1873.1,7.8,1.794,7.16,2.828,1.148,1.036,0.361,0.102
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-05,ils,PAD-01-C02-F02,1921.9,8.01,2.461,8.28,1.671,0.885,0.52,0.327,0.119
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-05,ils,PAD-01-C02-F02,1819.7,7.58,1.086,6.59,3.584,1.827,1.153,0.308,0.173
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-05,ils,PAD-01-C02-F02,1824.8,7.6,2.664,7.48,2.349,0.777,0.723,0.118,0.296
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-05,ils,PAD-01-C02-F03,2125.2,8.86,2.954,6.79,1.687,0.897,0.381,0.352,0.213
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-05,ils,PAD-01-C02-F02,1942.3,8.09,1.556,6.33,3.671,1.341,0.409,0.488,0.093
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-05,ils,PAD-01-C02-F01,1892.7,7.89,3.152,6.59,2.994,1.495,0.569,0.165,0.157
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-05,ils,PAD-01-C02-F03,2182.9,9.1,1.511,8.92,2.507,1.016,0.397,0.124,0.066
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-06,refino,,2005.7,8.36,0.362,9.9,0.881,0.456,0.382,0.184,0.031
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-06,ils,PAD-01-C02-F03,1958.6,8.16,1.13,8.75,2.873,0.953,0.399,0.382,0.068
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-06,ils,PAD-01-C02-F02,1812.0,7.55,2.581,7.25,2.824,1.344,1.069,0.217,0.088
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-06,ils,PAD-01-C02-F02,2110.4,8.79,1.842,4.71,3.442,1.683,1.049,0.293,0.185
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-06,ils,PAD-01-C02-F02,2004.6,8.35,3.431,5.73,1.678,0.571,0.456,0.109,0.06
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-06,ils,PAD-01-C02-F02,1833.4,7.64,3.117,5.19,3.65,1.266,1.139,0.462,0.275
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-06,ils,PAD-01-C02-F03,2027.7,8.45,1.838,7.24,2.073,0.692,1.073,0.158,0.119
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-06,ils,PAD-01-C02-F02,2136.2,8.9,3.037,7.11,2.382,0.752,1.022,0.14,0.162
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-06,ils,PAD-01-C02-F01,2182.5,9.09,2.539,4.16,1.518,0.807,0.668,0.223,0.179
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-06,ils,PAD-01-C02-F03,1925.7,8.02,2.883,7.41,2.235,1.301,1.178,0.328,0.118
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-07,refino,,2017.8,8.41,0.347,9.57,0.937,0.43,0.366,0.192,0.031
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-07,ils,PAD-01-C02-F03,1957.1,8.15,1.722,5.46,3.577,1.573,0.542,0.413,0.209
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-07,ils,PAD-01-C02-F02,2012.5,8.39,1.753,4.16,2.732,1.35,0.581,0.311,0.231
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-07,ils,PAD-01-C02-F02,1878.8,7.83,1.785,8.12,2.514,1.324,1.029,0.133,0.219
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-07,ils,PAD-01-C02-F02,1924.8,8.02,3.094,4.9,3.71,1.243,1.052,0.209,0.065
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-07,ils,PAD-01-C02-F02,1880.5,7.84,1.611,5.96,2.431,0.948,1.122,0.392,0.118
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-07,ils,PAD-01-C02-F03,1912.6,7.97,3.005,4.02,3.358,1.519,1.081,0.488,0.068
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-07,ils,PAD-01-C02-F02,1939.0,8.08,1.866,8.22,3.182,1.789,0.58,0.156,0.22
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-07,ils,PAD-01-C02-F01,1891.7,7.88,3.097,7.7,2.536,0.902,0.604,0.323,0.167
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-07,ils,PAD-01-C02-F03,2025.9,8.44,3.358,8.67,2.93,1.124,0.419,0.12,0.093
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-08,refino,,1896.4,7.9,0.357,9.89,0.949,0.446,0.373,0.173,0.031
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-08,ils,PAD-01-C02-F03,1838.4,7.66,2.236,5.74,2.019,0.866,0.968,0.499,0.264
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-08,ils,PAD-01-C02-F02,2178.5,9.08,1.735,7.48,3.478,1.297,0.868,0.158,0.287
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-08,ils,PAD-01-C02-F02,2168.4,9.03,1.391,7.47,3.94,1.269,1.01,0.302,0.134
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-08,ils,PAD-01-C02-F02,1931.3,8.05,1.905,4.94,1.57,0.73,0.748,0.384,0.15
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-08,ils,PAD-01-C02-F02,2142.8,8.93,2.832,7.22,2.7,0.934,0.346,0.382,0.075
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-08,ils,PAD-01-C02-F03,1834.2,7.64,1.749,8.59,3.219,1.644,0.985,0.416,0.299
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-08,ils,PAD-01-C02-F02,1824.8,7.6,1.268,8.85,2.675,1.524,0.787,0.378,0.183
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-08,ils,PAD-01-C02-F01,2164.4,9.02,1.283,4.43,3.709,1.31,1.114,0.101,0.291
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-08,ils,PAD-01-C02-F03,1847.3,7.7,1.415,5.05,3.506,1.437,0.703,0.239,0.145
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-09,refino,,1906.5,7.94,0.337,10.21,0.875,0.394,0.39,0.189,0.031
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-09,ils,PAD-01-C02-F03,2128.9,8.87,1.942,8.44,2.292,1.344,0.97,0.416,0.292
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-09,ils,PAD-01-C02-F02,2077.7,8.66,1.459,8.42,2.937,1.659,0.535,0.171,0.054
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-09,ils,PAD-01-C02-F02,2013.7,8.39,1.205,7.07,2.573,1.512,0.459,0.28,0.292
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-09,ils,PAD-01-C02-F02,2124.4,8.85,1.688,8.71,3.547,1.117,0.401,0.416,0.269
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-09,ils,PAD-01-C02-F02,2149.5,8.96,2.708,6.96,3.033,1.247,1.181,0.39,0.113
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-09,ils,PAD-01-C02-F03,2123.0,8.85,1.69,8.71,3.136,1.252,0.733,0.271,0.247
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-09,ils,PAD-01-C02-F02,1952.5,8.14,2.951,6.61,3.832,1.905,0.66,0.285,0.221
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-09,ils,PAD-01-C02-F01,2113.7,8.81,1.751,4.94,2.163,0.916,0.392,0.496,0.135
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-09,ils,PAD-01-C02-F03,2184.2,9.1,2.886,4.68,2.029,0.894,0.936,0.345,0.201
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-10,refino,,1794.5,7.48,0.352,9.56,0.881,0.422,0.356,0.19,0.031
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-10,ils,PAD-01-C02-F03,1859.7,7.75,2.652,6.41,2.034,0.745,1.009,0.473,0.18
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-10,ils,PAD-01-C02-F02,2062.4,8.59,1.314,6.26,2.645,0.915,0.325,0.369,0.142
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-10,ils,PAD-01-C02-F02,1942.7,8.09,3.383,4.86,3.5,1.994,0.966,0.237,0.142
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-10,ils,PAD-01-C02-F02,1845.8,7.69,1.114,5.4,2.319,0.821,1.01,0.322,0.089
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-10,ils,PAD-01-C02-F02,1813.2,7.56,3.443,7.11,1.518,0.578,0.894,0.446,0.277
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-10,ils,PAD-01-C02-F03,2044.7,8.52,1.107,4.46,1.92,0.764,1.074,0.455,0.14
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-10,ils,PAD-01-C02-F02,1914.0,7.98,2.194,5.43,3.84,1.63,1.093,0.109,0.114
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-10,ils,PAD-01-C02-F01,2038.0,8.49,3.004,5.78,2.453,1.273,0.473,0.117,0.085
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-10,ils,PAD-01-C02-F03,2081.8,8.67,2.793,4.68,1.918,1.087,0.988,0.275,0.186
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-11,refino,,1991.5,8.3,0.363,10.15,0.928,0.414,0.396,0.173,0.029
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-11,ils,PAD-01-C02-F03,1972.9,8.22,2.993,6.85,3.053,1.184,1.073,0.332,0.178
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-11,ils,PAD-01-C02-F02,2112.8,8.8,2.275,5.75,3.913,1.477,0.503,0.374,0.15
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-11,ils,PAD-01-C02-F02,1847.4,7.7,1.436,6.73,3.64,2.181,1.01,0.18,0.22
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-11,ils,PAD-01-C02-F02,1870.3,7.79,1.398,4.84,1.9,0.606,0.65,0.22,0.279
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-11,ils,PAD-01-C02-F02,2133.2,8.89,1.579,6.57,2.811,1.181,0.688,0.133,0.202
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-11,ils,PAD-01-C02-F03,1993.5,8.31,2.216,8.64,3.632,1.507,0.765,0.253,0.19
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-11,ils,PAD-01-C02-F02,2146.9,8.95,2.394,8.72,3.599,1.403,0.744,0.274,0.075
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-11,ils,PAD-01-C02-F01,1905.5,7.94,2.127,8.18,3.804,1.598,0.36,0.455,0.201
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-11,ils,PAD-01-C02-F03,2136.3,8.9,1.237,8.09,1.552,0.876,1.167,0.358,0.182
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-12,refino,,1989.7,8.29,0.353,9.84,0.783,0.35,0.38,0.188,0.031
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-12,ils,PAD-01-C02-F03,2163.3,9.01,1.354,4.02,2.881,1.024,0.541,0.288,0.099
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-12,ils,PAD-01-C02-F02,1835.3,7.65,1.105,6.38,3.787,1.952,0.836,0.138,0.203
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-12,ils,PAD-01-C02-F02,2040.4,8.5,1.186,7.53,2.791,1.668,0.428,0.146,0.218
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-12,ils,PAD-01-C02-F02,2034.1,8.48,1.677,6.84,3.959,1.392,0.852,0.144,0.248
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-12,ils,PAD-01-C02-F02,1996.5,8.32,1.382,5.51,3.511,1.503,1.157,0.302,0.183
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-12,ils,PAD-01-C02-F03,1860.1,7.75,3.215,7.75,1.795,0.628,0.771,0.411,0.235
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-12,ils,PAD-01-C02-F02,1821.3,7.59,2.726,8.86,3.01,1.403,0.866,0.318,0.106
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-12,ils,PAD-01-C02-F01,2013.6,8.39,2.831,6.94,2.69,1.362,1.074,0.102,0.271
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-12,ils,PAD-01-C02-F03,1999.2,8.33,2.004,7.53,3.982,1.545,1.017,0.461,0.101
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-13,refino,,2074.2,8.64,0.351,9.92,0.806,0.419,0.332,0.186,0.029
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-13,ils,PAD-01-C02-F03,2057.3,8.57,1.107,4.09,1.975,0.945,0.327,0.216,0.284
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-13,ils,PAD-01-C02-F02,2018.8,8.41,1.956,4.27,1.616,0.759,1.197,0.154,0.108
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-13,ils,PAD-01-C02-F02,2175.2,9.06,3.406,6.64,2.911,1.414,0.407,0.235,0.052
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-13,ils,PAD-01-C02-F02,1906.2,7.94,2.151,4.21,2.309,0.874,1.097,0.134,0.126
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-13,ils,PAD-01-C02-F02,2137.1,8.9,2.301,5.32,3.25,1.422,0.316,0.318,0.066
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-13,ils,PAD-01-C02-F03,1836.9,7.65,2.809,7.57,2.474,0.911,0.326,0.395,0.224
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-13,ils,PAD-01-C02-F02,2094.9,8.73,1.27,4.25,2.008,1.082,0.441,0.341,0.21
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-13,ils,PAD-01-C02-F01,2101.7,8.76,1.011,7.16,3.812,1.665,0.971,0.256,0.083
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-13,ils,PAD-01-C02-F03,1928.8,8.04,2.738,4.46,2.581,0.82,1.087,0.46,0.156
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-14,refino,,1792.1,7.47,0.371,9.83,0.787,0.391,0.335,0.168,0.03
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-14,ils,PAD-01-C02-F03,2144.9,8.94,2.701,8.81,1.559,0.861,0.456,0.227,0.264
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-14,ils,PAD-01-C02-F02,1812.6,7.55,3.478,7.22,2.69,1.595,0.852,0.195,0.213
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-14,ils,PAD-01-C02-F02,1823.4,7.6,3.257,7.24,3.117,1.358,1.031,0.407,0.195
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-14,ils,PAD-01-C02-F02,1987.0,8.28,2.065,8.29,3.827,1.929,1.183,0.484,0.199
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-14,ils,PAD-01-C02-F02,1984.0,8.27,2.302,6.11,3.584,1.838,0.837,0.424,0.2
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-14,ils,PAD-01-C02-F03,2153.2,8.97,1.036,6.7,3.408,1.873,0.722,0.209,0.106
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-14,ils,PAD-01-C02-F02,1939.1,8.08,3.283,6.74,3.32,1.422,0.93,0.488,0.194
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-14,ils,PAD-01-C02-F01,2172.0,9.05,3.051,5.19,2.073,1.17,0.523,0.193,0.147
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-14,ils,PAD-01-C02-F03,2059.7,8.58,1.719,7.62,1.938,1.112,0.524,0.198,0.122
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-15,refino,,1865.2,7.77,0.339,9.81,0.875,0.405,0.377,0.159,0.028
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-15,ils,PAD-01-C02-F03,1825.5,7.61,2.485,4.19,2.125,1.266,0.572,0.199,0.188
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-15,ils,PAD-01-C02-F02,1793.6,7.47,1.363,8.05,2.066,0.713,0.376,0.279,0.275
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-15,ils,PAD-01-C02-F02,1897.4,7.91,2.333,7.82,1.75,0.861,0.365,0.2,0.242
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-15,ils,PAD-01-C02-F02,1864.1,7.77,3.5,6.2,2.318,0.987,0.374,0.149,0.144
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-15,ils,PAD-01-C02-F02,2095.8,8.73,1.005,4.77,1.801,0.787,0.677,0.349,0.132
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-15,ils,PAD-01-C02-F03,1861.3,7.76,2.612,7.4,2.953,1.443,0.653,0.158,0.284
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-15,ils,PAD-01-C02-F02,1829.3,7.62,2.992,6.34,2.811,1.057,1.047,0.43,0.22
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-15,ils,PAD-01-C02-F01,1910.0,7.96,1.773,7.47,1.554,0.931,0.344,0.29,0.259
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-15,ils,PAD-01-C02-F03,2025.8,8.44,2.111,5.79,2.027,1.076,0.926,0.433,0.241
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-16,refino,,1798.2,7.49,0.338,9.66,0.879,0.425,0.374,0.186,0.028
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-16,ils,PAD-01-C02-F03,2005.4,8.36,1.668,6.49,1.699,0.728,0.622,0.468,0.072
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-16,ils,PAD-01-C02-F02,1831.3,7.63,2.135,8.76,3.454,1.369,0.943,0.132,0.296
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-16,ils,PAD-01-C02-F02,1863.0,7.76,1.412,4.06,2.235,0.715,1.137,0.243,0.183
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-16,ils,PAD-01-C02-F02,1892.9,7.89,1.375,4.33,2.663,1.069,0.8,0.463,0.293
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-16,ils,PAD-01-C02-F02,2159.4,9.0,1.757,4.3,2.826,1.385,0.409,0.385,0.063
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-16,ils,PAD-01-C02-F03,1884.0,7.85,3.365,7.77,3.46,1.966,0.598,0.345,0.218
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-16,ils,PAD-01-C02-F02,2050.0,8.54,1.504,4.29,2.411,1.385,0.872,0.248,0.143
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-16,ils,PAD-01-C02-F01,2029.3,8.46,3.379,5.47,2.552,1.529,0.789,0.3,0.215
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-16,ils,PAD-01-C02-F03,2093.0,8.72,1.945,8.2,2.094,0.677,0.789,0.338,0.127
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-17,refino,,1886.8,7.86,0.354,9.78,0.872,0.42,0.359,0.185,0.033
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-17,ils,PAD-01-C02-F03,1958.4,8.16,3.129,5.82,2.943,0.982,1.056,0.169,0.207
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-17,ils,PAD-01-C02-F02,2166.3,9.03,1.852,5.06,2.856,1.586,1.1,0.19,0.293
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-17,ils,PAD-01-C02-F02,2024.0,8.43,2.607,5.24,2.393,0.797,0.973,0.242,0.203
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-17,ils,PAD-01-C02-F02,2098.9,8.75,2.51,4.83,1.814,0.786,0.69,0.232,0.064
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-17,ils,PAD-01-C02-F02,1863.8,7.77,2.338,8.73,2.065,0.643,0.449,0.337,0.096
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-17,ils,PAD-01-C02-F03,1848.8,7.7,3.107,6.91,3.849,2.029,0.58,0.331,0.133
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-17,ils,PAD-01-C02-F02,1798.8,7.49,2.09,8.85,3.494,1.056,0.619,0.375,0.22
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-17,ils,PAD-01-C02-F01,1888.0,7.87,2.007,7.68,3.877,1.54,0.385,0.352,0.154
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-17,ils,PAD-01-C02-F03,2019.1,8.41,1.734,6.97,1.887,0.599,1.075,0.112,0.148
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-18,refino,,2044.6,8.52,0.357,9.98,0.818,0.418,0.378,0.182,0.032
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-18,ils,PAD-01-C02-F03,2074.5,8.64,1.407,8.46,1.996,0.978,0.75,0.186,0.278
PAD-01-C02-F06-M03,PAD-01-C02-F06,2025-01-18,ils,PAD-01-C02-F02,1947.2,8.11,3.047,6.01,3.818,1.179,1.106,0.474,0.261
PAD-01-C02-F06-M04,PAD-01-C02-F06,2025-01-18,ils,PAD-01-C02-F02,2018.6,8.41,3.468,5.64,3.221,1.516,0.452,0.334,0.149
PAD-01-C02-F06-M05,PAD-01-C02-F06,2025-01-18,ils,PAD-01-C02-F02,1845.3,7.69,1.759,4.01,3.958,1.212,0.713,0.112,0.159
PAD-01-C02-F06-M06,PAD-01-C02-F06,2025-01-18,ils,PAD-01-C02-F02,2062.9,8.6,2.47,6.62,1.831,0.819,0.459,0.311,0.129
PAD-01-C02-F06-M07,PAD-01-C02-F06,2025-01-18,ils,PAD-01-C02-F03,1978.8,8.25,1.436,5.39,2.987,1.105,0.756,0.462,0.05
PAD-01-C02-F06-M08,PAD-01-C02-F06,2025-01-18,ils,PAD-01-C02-F02,2074.3,8.64,2.518,8.8,3.947,2.149,1.069,0.334,0.153
PAD-01-C02-F06-M09,PAD-01-C02-F06,2025-01-18,ils,PAD-01-C02-F01,2071.8,8.63,1.407,7.46,2.961,1.05,0.593,0.178,0.088
PAD-01-C02-F06-M10,PAD-01-C02-F06,2025-01-18,ils,PAD-01-C02-F03,1947.6,8.12,3.293,4.97,1.761,1.038,0.711,0.222,0.206
PAD-01-C02-F06-M01,PAD-01-C02-F06,2025-01-19,refino,,2150.7,8.96,0.36,9.7,0.892,0.427,0.375,0.178,0.029
PAD-01-C02-F06-M02,PAD-01-C02-F06,2025-01-19,ils,PAD-01-C02-F03,1974.3,8.23,2.348,6.35,2.855,0.894,1.101,0.256,0.216
