id_franja,fecha,vol_pls_m3,cu_pls_gpl,acid_pls_gpl,fe_total_pls_gpl,fe2_pls_gpl,cl_pls_gpl,sio2_pls_gpl,mn_pls_gpl
PAD-01-C02-F01,2024-11-17,22102.7,1.441,6.44,2.218,0.859,0.255,0.319,0.125
PAD-01-C02-F01,2024-11-18,22413.4,1.513,7.48,2.496,1.038,0.2,0.414,0.126
PAD-01-C02-F01,2024-11-19,21158.4,1.603,6.99,2.378,0.682,0.228,0.444,0.109
PAD-01-C02-F01,2024-11-20,22282.2,1.486,7.01,2.27,1.083,0.284,0.335,0.113
PAD-01-C02-F01,2024-11-21,22288.0,1.482,6.93,2.329,0.606,0.244,0.393,0.1
PAD-01-C02-F01,2024-11-22,22317.9,1.371,6.63,2.406,1.011,0.269,0.365,0.099
PAD-01-C02-F01,2024-11-23,22260.4,1.52,6.86,2.35,0.862,0.288,0.317,0.136
PAD-01-C02-F01,2024-11-24,21744.8,1.362,7.03,2.195,0.883,0.294,0.369,0.112
PAD-01-C02-F01,2024-11-25,22447.1,1.468,6.7,2.324,0.639,0.236,0.306,0.098
PAD-01-C02-F01,2024-11-26,21054.0,1.45,6.8,2.381,0.792,0.287,0.285,0.124
PAD-01-C02-F01,2024-11-27,22739.3,1.371,6.92,2.508,1.009,0.248,0.284,0.11
PAD-01-C02-F01,2024-11-28,21026.4,1.386,7.49,2.35,1.041,0.241,0.368,0.106
PAD-01-C02-F01,2024-11-29,21503.2,1.44,7.65,2.524,1.039,0.212,0.3,0.116
PAD-01-C02-F01,2024-11-30,23355.7,1.463,7.37,2.36,0.614,0.199,0.285,0.121
PAD-01-C02-F01,2024-12-01,22442.8,1.291,7.26,2.454,1.172,0.252,0.3,0.101
PAD-01-C02-F01,2024-12-02,22463.4,1.44,6.69,2.192,0.617,0.309,0.362,0.097
PAD-01-C02-F01,2024-12-03,21599.3,1.344,7.16,2.184,0.557,0.179,0.351,0.129
PAD-01-C02-F01,2024-12-04,21998.9,1.266,7.43,2.354,1.094,0.294,0.349,0.127
PAD-01-C02-F01,2024-12-05,21564.5,1.321,7.09,2.49,1.031,0.179,0.369,0.117
PAD-01-C02-F01,2024-12-06,24454.3,1.235,6.61,2.289,1.044,0.242,0.337,0.118
PAD-01-C02-F01,2024-12-07,22784.0,1.318,7.35,2.253,0.811,0.292,0.239,0.123
PAD-01-C02-F01,2024-12-08,23217.9,1.337,6.89,2.608,0.671,0.241,0.329,0.117
PAD-01-C02-F01,2024-12-09,22658.3,1.249,7.35,2.389,1.099,0.209,0.281,0.114
PAD-01-C02-F01,2024-12-10,23710.9,1.222,7.43,2.413,0.644,0.195,0.375,0.114
PAD-01-C02-F01,2024-12-11,21081.6,1.269,6.52,2.632,0.767,0.199,0.342,0.099
PAD-01-C02-F01,2024-12-12,22739.0,1.183,7.14,2.593,1.274,0.262,0.349,0.117
PAD-01-C02-F01,2024-12-13,21961.5,1.246,6.46,2.32,0.677,0.237,0.356,0.089
PAD-01-C02-F01,2024-12-14,20563.9,1.251,6.64,2.369,0.635,0.251,0.253,0.125
PAD-01-C02-F01,2024-12-15,22787.5,1.261,7.24,2.501,0.875,0.277,0.366,0.104
PAD-01-C02-F01,2024-12-16,21016.3,1.267,7.1,2.316,0.973,0.314,0.435,0.116
PAD-01-C02-F01,2024-12-17,22977.8,1.137,7.03,2.229,0.64,0.206,0.322,0.126
PAD-01-C02-F01,2024-12-18,21535.6,1.175,6.74,2.355,1.059,0.226,0.361,0.13
PAD-01-C02-F01,2024-12-19,21117.9,1.182,7.21,2.446,0.64,0.217,0.336,0.109
PAD-01-C02-F01,2024-12-20,22113.0,1.252,7.2,2.167,0.617,0.296,0.447,0.097
PAD-01-C02-F01,2024-12-21,22151.4,1.207,6.72,2.172,0.802,0.241,0.277,0.121
PAD-01-C02-F01,2024-12-22,21846.2,1.176,7.27,2.221,1.035,0.254,0.37,0.124
PAD-01-C02-F01,2024-12-23,20889.9,1.178,7.09,2.436,0.786,0.241,0.247,0.113
PAD-01-C02-F01,2024-12-24,21522.5,1.136,6.75,2.092,1.022,0.217,0.32,0.103
PAD-01-C02-F01,2024-12-25,21055.2,1.166,7.58,2.473,1.201,0.214,0.281,0.129
PAD-01-C02-F01,2024-12-26,22768.9,1.219,6.99,2.435,1.03,0.27,0.384,0.104
PAD-01-C02-F01,2024-12-27,21075.0,1.213,6.84,2.384,0.873,0.178,0.364,0.109
PAD-01-C02-F02,2024-09-13,22185.3,1.399,3.54,5.454,2.14,1.428,0.166,0.235
PAD-01-C02-F02,2024-09-14,23706.0,2.334,4.62,4.518,1.327,1.227,0.267,0.262
PAD-01-C02-F02,2024-09-15,24011.3,3.139,3.82,5.167,2.454,1.113,0.282,0.238
PAD-01-C02-F02,2024-09-16,22799.2,4.124,4.44,4.845,1.559,0.911,0.214,0.187
PAD-01-C02-F02,2024-09-17,23090.9,5.126,4.75,4.733,1.444,0.991,0.22,0.209
PAD-01-C02-F02,2024-09-18,23032.1,5.178,4.37,4.662,1.491,0.798,0.191,0.163
PAD-01-C02-F02,2024-09-19,22658.0,5.299,5.29,4.599,1.824,0.725,0.283,0.191
PAD-01-C02-F02,2024-09-20,23029.5,5.322,4.49,4.662,2.304,0.73,0.22,0.195
PAD-01-C02-F02,2024-09-21,23163.7,4.898,4.51,4.137,1.329,0.761,0.269,0.187
PAD-01-C02-F02,2024-09-22,22899.1,4.809,5.96,4.45,2.177,0.67,0.219,0.187
PAD-01-C02-F02,2024-09-23,23745.9,4.508,5.16,4.069,1.909,0.68,0.262,0.143
PAD-01-C02-F02,2024-09-24,23741.0,4.502,5.68,4.594,1.3,0.687,0.182,0.119
PAD-01-C02-F02,2024-09-25,23080.4,4.606,5.63,4.255,1.116,0.595,0.241,0.193
PAD-01-C02-F02,2024-09-26,23853.9,4.552,6.27,4.339,1.425,0.533,0.336,0.173
PAD-01-C02-F02,2024-09-27,23788.8,4.205,6.15,4.043,1.915,0.564,0.209,0.154
PAD-01-C02-F02,2024-09-28,24541.9,4.137,5.61,3.827,1.878,0.549,0.313,0.181
PAD-01-C02-F02,2024-09-29,22306.9,4.168,6.12,3.799,1.136,0.465,0.242,0.167
PAD-01-C02-F02,2024-09-30,24082.5,4.475,5.96,4.038,1.669,0.478,0.301,0.157
PAD-01-C02-F02,2024-10-01,22043.1,4.342,6.14,4.245,1.867,0.454,0.175,0.168
PAD-01-C02-F02,2024-10-02,24639.5,4.317,6.22,3.74,1.475,0.442,0.252,0.206
PAD-01-C02-F02,2024-10-03,22738.9,4.122,5.95,4.174,1.146,0.38,0.243,0.133
PAD-01-C02-F02,2024-10-04,23818.1,4.118,6.02,3.896,1.243,0.37,0.262,0.193
PAD-01-C02-F02,2024-10-05,23726.3,4.118,6.73,3.554,1.756,0.357,0.252,0.168
PAD-01-C02-F02,2024-10-06,22628.8,3.706,6.85,3.935,1.215,0.334,0.183,0.181
PAD-01-C02-F02,2024-10-07,23265.1,3.574,6.87,3.525,1.121,0.366,0.288,0.131
PAD-01-C02-F02,2024-10-08,22764.5,3.74,6.27,4.078,1.067,0.309,0.274,0.107
PAD-01-C02-F02,2024-10-09,23338.3,3.551,6.58,3.817,1.373,0.321,0.255,0.103
PAD-01-C02-F02,2024-10-10,23507.8,3.597,7.05,3.455,1.532,0.301,0.203,0.152
PAD-01-C02-F02,2024-10-11,23768.0,3.537,7.05,3.816,1.325,0.308,0.21,0.168
PAD-01-C02-F02,2024-10-12,23441.7,3.206,7.39,3.749,1.816,0.3,0.254,0.14
PAD-01-C02-F02,2024-10-13,23314.6,3.178,7.17,3.911,1.887,0.295,0.215,0.184
PAD-01-C02-F02,2024-10-14,22446.0,3.246,6.95,3.624,1.708,0.278,0.324,0.153
PAD-01-C02-F02,2024-10-15,23034.4,3.303,7.5,3.812,1.462,0.287,0.245,0.15
PAD-01-C02-F02,2024-10-16,23725.4,3.103,7.08,3.247,1.13,0.254,0.244,0.123
PAD-01-C02-F02,2024-10-17,23496.3,2.987,6.9,3.214,0.862,0.252,0.275,0.126
PAD-01-C02-F02,2024-10-18,24116.0,3.209,7.46,3.421,1.502,0.261,0.288,0.158
PAD-01-C02-F02,2024-10-19,23034.4,2.881,7.03,3.513,1.161,0.254,0.184,0.13
PAD-01-C02-F02,2024-10-20,24730.0,3.254,6.93,3.452,1.249,0.245,0.205,0.113
PAD-01-C02-F02,2024-10-21,23710.2,2.988,7.5,3.29,0.889,0.241,0.318,0.103
PAD-01-C02-F02,2024-10-22,23591.9,2.859,7.27,3.391,1.64,0.236,0.2,0.14
PAD-01-C02-F02,2024-10-23,22867.9,3.097,6.46,3.761,1.319,0.35,0.364,0.129
PAD-01-C02-F02,2024-10-24,22942.6,2.808,6.69,3.867,1.458,0.427,0.265,0.147
PAD-01-C02-F02,2024-10-25,23716.4,2.936,6.64,3.432,1.568,0.359,0.27,0.16
PAD-01-C02-F02,2024-10-26,23097.2,2.681,6.78,3.601,1.005,0.269,0.301,0.158
PAD-01-C02-F02,2024-10-27,23000.8,2.72,6.91,3.033,0.911,0.37,0.304,0.133
PAD-01-C02-F02,2024-10-28,22824.2,2.611,6.6,3.212,0.819,0.347,0.334,0.137
PAD-01-C02-F02,2024-10-29,22135.3,2.717,6.43,3.336,1.115,0.322,0.274,0.145
PAD-01-C02-F02,2024-10-30,23462.5,2.786,7.04,3.503,1.53,0.302,0.255,0.148
PAD-01-C02-F02,2024-10-31,23893.9,2.564,6.82,3.532,1.265,0.28,0.368,0.157
PAD-01-C02-F02,2024-11-01,23753.9,2.702,7.0,3.147,0.861,0.375,0.27,0.132
PAD-01-C02-F02,2024-11-02,24409.6,2.669,6.76,3.105,1.26,0.303,0.332,0.12
PAD-01-C02-F02,2024-11-03,22646.1,2.595,6.96,3.371,1.621,0.351,0.244,0.13
PAD-01-C02-F02,2024-11-04,23677.0,2.332,6.58,3.237,1.585,0.333,0.3,0.174
PAD-01-C02-F02,2024-11-05,24124.6,2.353,6.99,3.297,0.925,0.313,0.254,0.141
PAD-01-C02-F02,2024-11-06,23005.4,2.526,7.26,3.425,1.683,0.286,0.365,0.144
PAD-01-C02-F02,2024-11-07,23531.9,2.504,7.69,3.036,1.155,0.321,0.33,0.136
PAD-01-C02-F02,2024-11-08,23223.1,2.408,6.27,3.34,1.251,0.311,0.348,0.12
PAD-01-C02-F02,2024-11-09,23698.7,2.455,7.63,3.299,0.892,0.281,0.318,0.161
PAD-01-C02-F02,2024-11-10,24219.9,2.126,6.85,3.387,1.345,0.357,0.223,0.166
PAD-01-C02-F02,2024-11-11,23307.1,2.172,7.45,3.318,1.596,0.389,0.227,0.133
PAD-01-C02-F02,2024-11-12,22942.0,2.102,7.1,3.545,1.195,0.347,0.304,0.119
PAD-01-C02-F02,2024-11-13,23971.3,2.291,7.04,3.188,0.96,0.306,0.213,0.103
PAD-01-C02-F02,2024-11-14,23714.5,2.227,7.33,3.125,1.039,0.376,0.282,0.139
PAD-01-C02-F02,2024-11-15,23096.6,2.159,6.98,3.081,0.957,0.256,0.363,0.137
PAD-01-C02-F02,2024-11-16,23116.4,2.075,7.41,3.134,1.43,0.334,0.243,0.126
PAD-01-C02-F02,2024-11-17,23921.4,2.026,7.04,3.096,1.41,0.328,0.258,0.133
PAD-01-C02-F02,2024-11-18,24034.1,2.136,7.28,3.206,0.917,0.348,0.258,0.147
PAD-01-C02-F02,2024-11-19,23504.9,2.076,7.12,3.089,1.33,0.251,0.263,0.146
PAD-01-C02-F02,2024-11-20,23337.3,2.014,7.26,3.0,1.005,0.235,0.214,0.125
PAD-01-C02-F02,2024-11-21,23340.7,1.898,7.41,3.223,0.964,0.328,0.22,0.136
PAD-01-C02-F02,2024-11-22,22371.1,1.893,7.87,2.944,1.273,0.244,0.237,0.109
PAD-01-C02-F02,2024-11-23,22770.8,1.922,7.13,2.774,1.184,0.253,0.33,0.102
PAD-01-C02-F02,2024-11-24,22523.9,1.965,7.18,2.894,1.129,0.23,0.251,0.112
PAD-01-C02-F02,2024-11-25,23351.9,1.792,7.96,2.995,1.406,0.289,0.339,0.108
PAD-01-C02-F02,2024-11-26,23458.3,1.903,7.12,2.949,1.125,0.332,0.277,0.113
PAD-01-C02-F02,2024-11-27,23982.3,1.797,7.6,3.178,1.42,0.369,0.323,0.113
PAD-01-C02-F02,2024-11-28,24440.8,1.953,7.06,3.014,1.454,0.284,0.202,0.14
PAD-01-C02-F02,2024-11-29,25101.8,1.685,6.95,2.754,0.705,0.311,0.271,0.145
PAD-01-C02-F02,2024-11-30,23317.5,1.736,7.85,3.218,0.989,0.273,0.282,0.136
PAD-01-C02-F02,2024-12-01,24942.6,1.795,7.6,2.942,0.804,0.252,0.222,0.137
PAD-01-C02-F02,2024-12-02,23126.7,1.755,7.34,2.822,1.33,0.321,0.322,0.118
PAD-01-C02-F02,2024-12-03,23490.7,1.721,7.85,3.342,1.516,0.364,0.244,0.123
PAD-01-C02-F02,2024-12-04,22455.3,1.616,7.58,3.116,0.979,0.3,0.34,0.097
PAD-01-C02-F02,2024-12-05,23387.3,1.681,7.39,3.15,1.105,0.249,0.189,0.109
PAD-01-C02-F02,2024-12-06,22843.8,1.76,8.16,3.24,1.3,0.254,0.209,0.119
PAD-01-C02-F02,2024-12-07,23845.2,1.594,7.55,2.952,1.071,0.347,0.25,0.12
PAD-01-C02-F02,2024-12-08,24528.8,1.598,7.66,3.06,1.424,0.336,0.224,0.109
PAD-01-C02-F02,2024-12-09,23484.1,1.725,8.06,2.999,1.142,0.249,0.306,0.116
PAD-01-C02-F02,2024-12-10,23123.7,1.647,6.84,2.928,1.225,0.314,0.249,0.141
PAD-01-C02-F02,2024-12-11,23465.2,1.67,7.91,3.042,1.276,0.307,0.34,0.109
PAD-01-C02-F02,2024-12-12,22781.6,1.523,7.61,2.813,0.981,0.341,0.187,0.105
PAD-01-C02-F02,2024-12-13,22728.2,1.644,7.12,2.975,1.031,0.301,0.237,0.135
PAD-01-C02-F02,2024-12-14,23614.7,1.532,7.4,3.085,1.385,0.275,0.398,0.133
PAD-01-C02-F02,2024-12-15,23914.1,1.55,7.9,3.1,1.064,0.271,0.346,0.124
PAD-01-C02-F02,2024-12-16,23573.6,1.461,7.68,2.994,0.844,0.257,0.231,0.102
PAD-01-C02-F02,2024-12-17,23812.9,1.5,7.4,3.01,1.308,0.283,0.328,0.118
PAD-01-C02-F02,2024-12-18,22572.9,1.425,6.98,3.061,1.443,0.379,0.312,0.101
PAD-01-C02-F02,2024-12-19,24458.7,1.577,7.72,2.887,0.974,0.311,0.314,0.105
PAD-01-C02-F02,2024-12-20,23950.5,1.46,7.47,3.202,1.594,0.32,0.307,0.111
PAD-01-C02-F02,2024-12-21,23148.6,1.473,7.42,2.772,1.017,0.247,0.3,0.13
PAD-01-C02-F02,2024-12-22,22368.4,1.498,7.91,2.73,0.745,0.335,0.358,0.115
PAD-01-C02-F02,2024-12-23,23922.8,1.502,7.81,2.949,0.837,0.338,0.279,0.115
PAD-01-C02-F02,2024-12-24,24042.5,1.457,7.61,2.984,1.112,0.31,0.358,0.132
PAD-01-C02-F02,2024-12-25,24524.4,1.473,7.4,3.067,0.769,0.296,0.344,0.108
PAD-01-C02-F02,2024-12-26,24581.7,1.408,8.0,2.599,0.841,0.243,0.318,0.118
PAD-01-C02-F02,2024-12-27,23604.7,1.457,7.32,2.789,0.939,0.372,0.203,0.113
PAD-01-C02-F02,2024-12-28,22847.1,1.458,7.99,3.073,1.475,0.351,0.238,0.105
PAD-01-C02-F02,2024-12-29,23308.1,1.367,7.96,2.945,0.806,0.33,0.252,0.138
PAD-01-C02-F02,2024-12-30,23275.7,1.337,7.68,2.917,1.162,0.352,0.321,0.118
PAD-01-C02-F02,2024-12-31,23734.6,1.318,7.71,2.935,1.041,0.294,0.24,0.115
PAD-01-C02-F02,2025-01-01,22957.7,1.377,8.18,2.891,0.733,0.279,0.324,0.107
PAD-01-C02-F02,2025-01-02,23207.4,1.331,7.65,2.669,0.717,0.307,0.252,0.132
PAD-01-C02-F02,2025-01-03,23096.0,1.424,7.62,2.911,1.19,0.301,0.384,0.114
PAD-01-C02-F02,2025-01-04,22828.4,1.406,7.94,2.812,1.036,0.349,0.33,0.112
PAD-01-C02-F02,2025-01-05,22689.8,1.236,7.56,2.922,0.79,0.285,0.235,0.101
PAD-01-C02-F02,2025-01-06,23103.7,1.331,7.79,2.857,0.934,0.358,0.348,0.132
PAD-01-C02-F02,2025-01-07,23114.9,1.288,7.47,2.609,0.859,0.246,0.297,0.121
PAD-01-C02-F02,2025-01-08,23429.0,1.312,7.59,2.923,1.14,0.302,0.3,0.103
PAD-01-C02-F02,2025-01-09,24615.8,1.276,7.98,2.913,0.892,0.309,0.321,0.137
PAD-01-C02-F02,2025-01-10,23414.4,1.322,7.82,3.015,1.214,0.355,0.268,0.107
PAD-01-C02-F03,2024-09-23,20950.1,1.519,6.85,3.54,1.352,0.952,0.18,0.158
PAD-01-C02-F03,2024-09-24,20827.1,2.78,7.53,3.815,1.043,0.804,0.355,0.146
PAD-01-C02-F03,2024-09-25,21795.2,3.826,6.79,3.732,1.78,0.624,0.229,0.156
PAD-01-C02-F03,2024-09-26,20839.1,3.854,7.31,3.84,1.843,0.579,0.18,0.164
PAD-01-C02-F03,2024-09-27,21881.3,4.131,7.49,3.393,1.597,0.589,0.242,0.077
PAD-01-C02-F03,2024-09-28,21037.4,3.885,8.18,3.269,1.287,0.536,0.225,0.179
PAD-01-C02-F03,2024-09-29,21197.6,4.002,8.26,3.29,1.007,0.591,0.163,0.118
PAD-01-C02-F03,2024-09-30,21794.6,3.486,7.62,3.25,1.314,0.503,0.229,0.148
PAD-01-C02-F03,2024-10-01,21835.4,3.547,8.05,3.272,1.094,0.489,0.335,0.122
PAD-01-C02-F03,2024-10-02,21493.0,3.573,8.38,3.381,1.504,0.463,0.354,0.18
PAD-01-C02-F03,2024-10-03,20132.3,3.508,8.13,3.365,1.322,0.478,0.276,0.14
PAD-01-C02-F03,2024-10-04,21865.5,3.389,8.22,3.19,1.283,0.423,0.405,0.1
PAD-01-C02-F03,2024-10-05,20642.0,3.199,8.54,3.408,0.903,0.384,0.345,0.164
PAD-01-C02-F03,2024-10-06,20709.7,3.566,8.57,3.023,1.482,0.385,0.39,0.108
PAD-01-C02-F03,2024-10-07,21262.5,3.135,8.68,3.291,1.641,0.348,0.259,0.1
PAD-01-C02-F03,2024-10-08,22401.4,3.209,7.87,3.208,1.353,0.349,0.32,0.114
PAD-01-C02-F03,2024-10-09,20058.2,3.422,8.98,3.033,0.947,0.323,0.376,0.125
PAD-01-C02-F03,2024-10-10,20270.2,3.311,8.11,3.097,0.909,0.296,0.326,0.122
PAD-01-C02-F03,2024-10-11,21337.8,3.014,8.58,2.907,1.267,0.315,0.304,0.116
PAD-01-C02-F03,2024-10-12,20651.7,2.992,8.73,3.064,1.254,0.276,0.363,0.166
PAD-01-C02-F03,2024-10-13,20301.6,2.879,4.11,3.847,1.085,0.644,0.382,0.202
PAD-01-C02-F03,2024-10-14,21963.3,3.117,4.17,3.427,0.863,0.675,0.341,0.205
PAD-01-C02-F03,2024-10-15,21971.0,2.81,5.09,3.716,1.152,0.629,0.398,0.174
PAD-01-C02-F03,2024-10-16,21478.6,2.904,4.1,3.341,1.504,0.586,0.438,0.174
PAD-01-C02-F03,2024-10-17,21462.7,2.808,4.4,3.886,1.303,0.685,0.467,0.177
PAD-01-C02-F03,2024-10-18,20577.5,2.854,5.11,3.786,1.317,0.587,0.351,0.197
PAD-01-C02-F03,2024-10-19,20269.7,2.635,4.9,3.279,0.921,0.627,0.457,0.22
PAD-01-C02-F03,2024-10-20,21145.2,2.628,4.58,3.205,1.057,0.652,0.284,0.194
PAD-01-C02-F03,2024-10-21,20782.9,2.7,4.22,3.389,1.625,0.58,0.42,0.168
PAD-01-C02-F03,2024-10-22,20978.4,2.566,4.11,3.254,1.59,0.488,0.405,0.196
PAD-01-C02-F03,2024-10-23,21868.7,2.736,4.48,3.274,1.263,0.563,0.353,0.157
PAD-01-C02-F03,2024-10-24,22444.0,2.561,5.05,3.499,1.165,0.527,0.467,0.173
PAD-01-C02-F03,2024-10-25,21967.8,2.706,5.17,3.89,1.82,0.498,0.329,0.227
PAD-01-C02-F03,2024-10-26,20417.8,2.546,4.95,3.57,1.328,0.644,0.378,0.145
PAD-01-C02-F03,2024-10-27,21220.4,2.561,5.09,3.32,1.594,0.489,0.35,0.169
PAD-01-C02-F03,2024-10-28,20809.2,2.576,3.84,3.107,1.439,0.458,0.353,0.146
PAD-01-C02-F03,2024-10-29,21422.8,2.275,4.96,3.722,1.545,0.621,0.401,0.136
PAD-01-C02-F03,2024-10-30,20891.8,2.26,4.71,3.537,0.945,0.52,0.391,0.195
PAD-01-C02-F03,2024-10-31,20719.8,2.423,5.21,3.042,1.346,0.554,0.342,0.157
PAD-01-C02-F03,2024-11-01,22394.2,2.158,4.91,3.496,1.682,0.442,0.319,0.157
PAD-01-C02-F03,2024-11-02,21005.7,2.26,4.58,2.91,0.881,0.579,0.393,0.14
PAD-01-C02-F03,2024-11-03,21424.1,2.254,4.68,3.596,1.473,0.486,0.314,0.145
PAD-01-C02-F03,2024-11-04,21002.7,2.077,5.24,3.509,1.325,0.469,0.441,0.181
PAD-01-C02-F03,2024-11-05,21683.4,2.175,4.26,2.83,0.97,0.663,0.383,0.162
PAD-01-C02-F03,2024-11-06,20700.5,2.102,5.54,3.147,1.244,0.441,0.301,0.13
PAD-01-C02-F03,2024-11-07,21229.6,2.129,4.47,2.953,1.011,0.534,0.408,0.154
PAD-01-C02-F03,2024-11-08,21146.9,2.117,5.21,3.288,1.518,0.513,0.284,0.158
PAD-01-C02-F03,2024-11-09,20721.2,2.158,4.5,2.958,1.327,0.587,0.281,0.166
PAD-01-C02-F03,2024-11-10,21188.5,1.963,6.14,3.133,1.44,0.525,0.393,0.157
PAD-01-C02-F03,2024-11-11,21999.5,2.073,5.52,3.434,1.532,0.503,0.432,0.196
PAD-01-C02-F03,2024-11-12,21088.9,1.985,5.17,3.408,1.441,0.685,0.385,0.187
PAD-01-C02-F03,2024-11-13,21316.3,2.061,5.88,3.287,0.889,0.579,0.323,0.204
PAD-01-C02-F03,2024-11-14,20227.1,2.093,5.19,3.195,1.398,0.474,0.338,0.166
PAD-01-C02-F03,2024-11-15,20629.4,1.892,5.21,3.238,0.93,0.577,0.473,0.187
PAD-01-C02-F03,2024-11-16,20857.5,1.915,5.32,2.71,1.019,0.533,0.33,0.132
PAD-01-C02-F03,2024-11-17,22076.7,2.022,5.41,2.981,1.436,0.57,0.44,0.148
PAD-01-C02-F03,2024-11-18,21817.8,1.89,5.69,2.786,0.754,0.528,0.484,0.148
PAD-01-C02-F03,2024-11-19,20611.9,1.907,5.48,2.988,0.947,0.583,0.448,0.173
PAD-01-C02-F03,2024-11-20,20861.4,1.794,5.44,3.048,1.149,0.409,0.495,0.145
PAD-01-C02-F03,2024-11-21,21171.7,1.905,5.85,3.256,1.567,0.488,0.475,0.183
PAD-01-C02-F03,2024-11-22,20913.7,1.904,5.95,3.075,0.988,0.435,0.537,0.16
PAD-01-C02-F03,2024-11-23,20993.1,1.785,5.51,3.312,0.966,0.575,0.509,0.126
PAD-01-C02-F03,2024-11-24,21336.4,1.797,5.36,3.048,1.462,0.432,0.518,0.12
PAD-01-C02-F03,2024-11-25,21694.5,1.747,5.42,3.242,0.843,0.448,0.433,0.145
PAD-01-C02-F03,2024-11-26,20907.6,1.818,5.18,3.381,1.679,0.516,0.347,0.139
PAD-01-C02-F03,2024-11-27,21063.4,1.706,5.06,2.977,0.989,0.453,0.449,0.144
PAD-01-C02-F03,2024-11-28,22286.9,1.635,5.68,2.832,0.893,0.517,0.297,0.148
PAD-01-C02-F03,2024-11-29,21126.6,1.695,6.54,2.783,0.815,0.511,0.5,0.129
PAD-01-C02-F03,2024-11-30,21045.8,1.754,5.67,3.138,1.495,0.54,0.437,0.166
PAD-01-C02-F03,2024-12-01,21460.5,1.526,5.34,3.095,0.907,0.437,0.452,0.145
PAD-01-C02-F03,2024-12-02,19727.1,1.647,5.4,2.628,0.785,0.54,0.34,0.152
PAD-01-C02-F03,2024-12-03,21513.0,1.639,4.93,2.852,0.852,0.514,0.475,0.158
PAD-01-C02-F03,2024-12-04,20676.5,1.676,5.46,3.136,0.982,0.474,0.373,0.111
PAD-01-C02-F03,2024-12-05,21377.9,1.788,6.21,3.144,1.133,0.566,0.481,0.152
PAD-01-C02-F03,2024-12-06,21351.1,1.643,6.09,3.081,1.081,0.549,0.535,0.152
PAD-01-C02-F03,2024-12-07,21498.8,1.737,5.46,3.354,1.338,0.428,0.385,0.123
PAD-01-C02-F03,2024-12-08,21106.6,1.433,5.06,2.702,1.347,0.584,0.502,0.139
PAD-01-C02-F03,2024-12-09,21141.1,1.635,5.99,3.103,0.991,0.504,0.452,0.139
PAD-01-C02-F03,2024-12-10,20742.8,1.629,5.07,2.836,1.113,0.46,0.397,0.157
PAD-01-C02-F03,2024-12-11,21399.9,1.398,4.89,3.177,1.438,0.562,0.473,0.141
PAD-01-C02-F03,2024-12-12,21354.2,1.498,5.84,2.992,1.31,0.436,0.487,0.147
PAD-01-C02-F03,2024-12-13,21899.9,1.506,5.24,2.99,1.367,0.53,0.446,0.162
PAD-01-C02-F03,2024-12-14,21441.7,1.505,5.6,3.067,0.967,0.383,0.423,0.137
PAD-01-C02-F03,2024-12-15,21147.7,1.485,6.04,3.098,1.162,0.487,0.398,0.147
PAD-01-C02-F03,2024-12-16,21189.5,1.462,5.33,3.336,1.363,0.554,0.339,0.117
PAD-01-C02-F03,2024-12-17,20855.1,1.48,5.68,2.794,0.748,0.592,0.298,0.087
PAD-01-C02-F03,2024-12-18,20849.5,1.635,6.15,3.035,0.893,0.386,0.298,0.139
PAD-01-C02-F03,2024-12-19,20789.8,1.528,5.56,2.992,0.97,0.537,0.324,0.142
PAD-01-C02-F03,2024-12-20,21403.6,1.428,6.29,2.873,0.862,0.471,0.308,0.121
PAD-01-C02-F03,2024-12-21,21540.1,1.654,5.54,3.064,1.214,0.532,0.409,0.169
PAD-01-C02-F03,2024-12-22,20727.6,1.504,5.32,2.77,1.176,0.573,0.34,0.124
PAD-01-C02-F03,2024-12-23,20851.1,1.63,5.36,2.833,1.405,0.561,0.51,0.139
PAD-01-C02-F03,2024-12-24,20504.3,1.649,5.64,2.795,0.774,0.481,0.503,0.163
PAD-01-C02-F03,2024-12-25,21509.8,1.539,5.74,3.182,1.562,0.495,0.292,0.135
PAD-01-C02-F03,2024-12-26,21799.2,1.709,4.43,2.678,1.08,0.588,0.345,0.133
PAD-01-C02-F03,2024-12-27,20916.2,1.339,5.84,2.914,0.942,0.516,0.352,0.134
PAD-01-C02-F03,2024-12-28,21623.9,1.297,5.83,2.753,1.093,0.452,0.43,0.124
PAD-01-C02-F03,2024-12-29,22185.7,1.592,5.78,3.011,0.949,0.482,0.486,0.136
PAD-01-C02-F03,2024-12-30,21303.6,1.298,5.86,2.844,1.288,0.488,0.404,0.11
PAD-01-C02-F03,2024-12-31,20580.9,1.762,5.63,2.866,1.071,0.635,0.376,0.124
PAD-01-C02-F03,2025-01-01,21361.9,1.893,5.98,2.736,0.994,0.499,0.55,0.106
PAD-01-C02-F03,2025-01-02,20770.6,1.548,5.44,2.641,0.98,0.571,0.399,0.136
PAD-01-C02-F03,2025-01-03,20959.5,1.934,5.87,2.617,0.979,0.397,0.288,0.151
PAD-01-C02-F03,2025-01-04,21818.6,1.365,6.38,3.196,1.265,0.498,0.549,0.121
PAD-01-C02-F03,2025-01-05,21930.8,1.48,5.83,3.093,1.179,0.564,0.514,0.132
PAD-01-C02-F03,2025-01-06,21313.2,1.502,5.74,2.738,1.123,0.439,0.413,0.146
